36,25,13,19,21,13,4,5,17
30,18,15,3,31,10,30,12,13
21,16,25,19,18,11,4,4,20
29,7,2,11,4,12,7,34,21
24,21,32,26,9,23,18,13,8
15,38,32,5,12,16,26,29,14
24,30,20,12,28,8,22,7,9
10,15,15,7,23,12,1,26,17
6,16,4,9,17,30,1,32,8
11,31,34,19,17,5,14,10,16
18,8,27,31,2,2,14,18,25
28,25,6,28,29,24,21,15,7
18,6,31,29,31,22,3,32,2
34,9,25,18,17,14,31,3,23
2,33,27,16,7,6,32,4,16
15,11,21,8,21,3,15,24,2
10,19,22,4,31,5,29,19,9
9,15,4,28,32,8,18,20,1
26,9,28,7,34,29,29,16,10
13,10,31,15,14,26,6,14,18
37,20,4,27,4,27,22,8,24
31,34,25,20,22,18,27,34,25
22,38,10,19,32,18,18,27,20
22,14,13,11,11,13,6,20,11
10,23,13,11,13,23,12,33,16
19,29,3,31,34,27,18,15,25
15,1,26,26,32,31,8,18,12
29,6,30,10,23,1,17,15,14
3,16,5,1,9,28,25,6,5
13,29,2,29,10,28,29,32,24
24,14,28,27,23,19,25,25,5
27,19,9,14,8,16,32,9,8
11,30,5,1,16,20,1,15,5
15,16,3,17,9,10,28,15,19
26,30,30,5,6,26,28,12,5
36,1,5,9,30,32,4,30,8
37,36,32,4,30,16,25,6,7
20,34,13,19,24,11,15,4,24
3,29,5,6,30,27,7,29,21
33,10,16,33,2,3,16,34,20
21,1,9,29,23,4,5,21,24
26,8,32,10,18,7,22,11,22
29,37,8,24,9,4,6,8,4
27,4,17,1,7,3,15,17,26
29,17,12,15,7,3,23,12,19
35,36,9,1,8,12,12,19,15
6,34,15,22,17,20,14,22,23
18,3,27,8,31,2,32,9,18
27,24,23,32,3,15,1,24,8
7,13,22,17,10,16,32,13,7
5,25,20,27,8,1,7,25,19
29,6,32,30,11,4,25,31,16
4,39,18,31,26,18,34,3,13
7,28,22,25,11,4,28,15,3
11,25,17,10,8,23,31,30,24
10,10,3,9,30,18,7,17,16
15,25,26,4,25,6,33,15,15
5,21,33,1,17,27,8,7,6
27,3,30,8,27,28,17,22,15
22,8,1,28,28,10,13,34,2
20,25,18,4,8,12,5,6,25
38,15,4,28,27,26,2,7,14
32,18,31,7,10,33,11,4,7
19,33,28,31,5,12,17,16,22
12,4,24,12,34,13,31,32,21
1,23,9,23,31,33,6,24,8
9,32,2,27,34,10,14,25,20
2,31,3,25,20,4,30,3,8
33,8,33,33,34,21,23,31,19
37,18,33,3,20,20,33,18,21
15,27,25,21,7,26,8,15,25
12,2,23,30,19,25,25,33,7
15,26,34,32,28,30,4,17,20
10,4,7,11,4,26,9,28,12
19,27,23,13,29,33,21,15,12
32,1,9,12,22,4,18,11,22
13,38,31,4,15,2,3,15,8
24,37,5,20,11,7,13,14,25
1,9,21,34,23,25,23,14,4
21,35,31,12,13,5,25,2,18
4,39,27,17,6,32,6,2,16
5,30,20,34,13,6,10,17,11
13,34,14,28,12,31,17,9,16
12,14,18,31,7,29,21,21,9
38,4,6,1,10,1,29,25,4
24,3,24,8,27,16,18,4,8
14,30,18,25,26,10,9,14,24
1,30,31,28,29,7,34,20,7
1,34,7,23,17,5,13,13,5
32,10,23,31,6,22,18,5,7
15,27,20,31,18,8,14,4,6
23,19,31,25,29,20,5,30,23
3,34,1,34,6,24,29,28,8
36,18,21,21,20,27,19,1,5
19,31,5,31,28,33,11,8,3
33,20,15,3,18,25,10,4,3
7,7,7,32,29,13,4,30,6
31,5,10,7,17,34,25,18,19
34,18,20,5,21,15,10,17,18
4,13,29,12,15,26,21,34,18
8,9,1,18,10,34,19,14,6
13,27,33,14,13,17,8,17,13
36,22,30,16,5,2,10,28,21
25,10,29,29,9,29,20,29,11
38,33,14,34,16,17,34,4,5
6,6,5,23,12,11,29,22,10
15,22,26,8,1,27,9,18,17
24,35,25,1,33,23,26,29,9
17,3,24,8,28,8,7,3,12
10,31,24,30,5,16,9,4,8
8,23,5,34,7,31,16,1,20
2,21,19,23,29,28,4,29,15
6,20,25,18,11,22,29,23,1
18,18,15,17,19,17,12,2,25
14,16,27,12,10,9,30,21,4
34,7,2,6,4,25,32,26,25
39,32,20,4,5,29,3,7,21
17,38,29,9,21,5,26,24,23
17,19,6,22,32,11,20,32,8
34,3,18,13,2,17,26,33,4
15,9,16,7,17,7,18,12,6
33,3,9,7,18,10,3,30,16
39,35,21,2,16,30,22,34,22
9,36,13,34,9,7,30,10,19
2,27,28,31,13,26,23,29,20
16,10,9,28,26,12,18,1,16
31,29,19,4,31,24,10,1,10
5,15,16,17,28,10,26,25,3
29,32,18,24,31,24,25,24,19
5,14,18,31,33,10,14,34,18
19,13,17,21,24,24,2,34,13
6,37,30,29,20,16,11,11,3
26,36,27,6,20,30,1,1,18
32,21,1,23,30,21,6,17,26
23,3,4,28,12,31,33,10,3
19,13,19,33,3,4,17,34,9
13,24,24,10,10,9,29,32,14
35,35,25,30,1,15,26,18,8
3,4,32,29,16,18,31,7,22
10,8,5,11,16,26,20,26,1
24,25,10,27,9,25,24,23,14
4,5,18,31,26,11,34,2,22
16,16,4,27,19,14,19,9,5
26,3,18,9,24,31,28,1,17
8,6,28,4,27,34,34,31,19
12,10,16,7,20,9,22,2,18
11,27,12,9,9,17,3,34,24
5,20,29,5,19,31,9,31,23
5,25,30,12,2,16,13,18,25
32,9,15,33,14,5,19,33,21
12,13,6,20,19,27,5,1,17
7,7,26,24,15,33,9,16,7
30,26,14,26,22,31,20,5,11
16,27,32,19,25,20,24,32,22
23,29,25,4,6,6,27,15,25
27,9,5,12,3,26,34,33,2
29,34,6,13,23,24,27,33,5
12,13,26,1,8,12,12,20,17
31,19,21,5,18,24,28,17,6
6,39,22,4,8,21,13,7,9
4,37,26,6,32,5,15,30,13
34,4,6,25,6,9,23,34,2
15,12,28,14,20,25,34,23,13
25,31,26,34,18,22,29,13,7
32,26,14,5,23,16,25,23,25
23,14,27,9,20,28,32,28,4
32,30,21,28,12,19,15,19,17
34,17,13,33,24,19,31,25,6
21,1,34,20,9,1,31,28,4
16,35,16,3,3,10,8,31,3
33,18,21,18,29,19,14,20,13
18,2,5,23,5,3,31,11,21
23,28,21,6,15,30,9,19,25
29,20,32,26,26,25,2,8,11
26,39,18,19,17,14,21,1,19
32,8,19,14,32,29,7,26,15
21,7,12,8,1,32,16,18,6
2,32,21,22,32,27,19,4,11
5,28,19,7,11,30,3,1,1
21,7,3,30,6,21,29,33,7
30,24,30,11,6,24,33,12,22
11,38,8,32,13,18,10,23,7
9,8,6,7,22,20,7,18,9
18,36,14,23,24,22,1,7,22
27,33,14,16,23,25,6,9,10
12,34,25,30,16,17,13,24,8
29,15,19,8,3,16,27,23,1
8,28,19,21,30,26,33,6,9
31,21,10,23,5,29,6,27,8
11,3,2,3,26,33,15,11,9
2,33,25,17,25,27,12,32,21
36,4,9,17,20,17,22,10,8
26,10,4,26,10,29,27,8,17
36,16,3,19,27,32,17,26,7
3,19,29,20,27,26,13,21,26
37,7,14,22,18,18,16,21,22
34,27,26,18,10,4,13,28,12
28,19,19,29,31,25,4,23,7
31,37,14,25,7,12,25,31,16
3,8,5,21,20,26,4,11,26
34,6,20,26,20,1,12,4,14
25,26,22,15,6,23,19,32,19
28,3,10,22,31,16,28,9,23
12,17,24,21,30,1,2,4,9
8,1,8,32,14,9,13,11,6
13,34,18,21,8,22,4,33,3
4,11,21,17,21,1,10,8,24
39,7,17,5,1,29,32,33,9
31,37,34,9,28,33,26,34,7
33,21,3,5,9,18,25,32,7
1,7,18,14,22,16,6,29,4
9,7,3,12,32,25,13,30,15
31,17,2,16,3,4,32,31,25
19,37,4,19,15,5,26,21,19
31,9,13,22,33,13,11,16,13
3,1,7,16,26,6,19,31,7
14,9,33,21,3,27,15,8,17
9,7,27,16,22,32,4,17,1
3,4,19,28,16,14,19,10,17
1,28,6,18,6,12,11,14,15
30,21,31,22,17,18,3,23,1
2,11,1,15,28,27,9,20,10
4,37,15,16,29,17,32,18,18
6,16,22,34,27,30,4,25,12
7,25,34,4,13,6,12,19,2
28,23,11,11,27,33,13,14,3
18,26,31,22,19,22,23,3,21
35,39,28,20,13,28,25,24,16
24,3,34,11,16,2,13,24,14
4,24,33,26,22,30,1,1,7
16,11,33,3,14,19,20,1,7
30,36,13,21,20,32,31,29,8
32,32,4,5,2,4,9,33,21
13,8,15,3,16,20,14,5,14
9,28,34,7,3,33,25,33,22
32,12,16,19,6,10,19,3,19
30,37,33,12,29,32,3,22,22
38,3,32,5,27,31,14,34,10
38,14,4,1,18,32,5,3,6
34,9,4,4,21,2,15,30,23
24,34,22,19,7,10,8,32,1
2,19,13,7,8,22,13,15,26
26,30,13,31,28,20,15,33,4
20,33,3,23,5,17,29,24,19
8,34,32,23,17,5,22,31,9
26,13,18,7,18,18,31,16,9
28,9,4,23,23,22,32,26,21
7,31,24,11,29,27,4,30,2
23,31,24,34,21,20,31,16,19
4,31,19,23,10,17,14,27,26
25,38,3,8,15,18,17,15,24
34,6,18,24,29,17,33,4,4
23,24,31,34,32,5,26,12,10
2,31,14,10,20,25,21,18,6
6,36,34,12,33,20,26,26,10
24,28,23,23,4,4,4,20,18
31,32,12,11,2,7,18,6,7
12,14,25,1,20,8,22,20,21
38,2,21,5,18,32,11,18,5
36,25,13,6,3,17,30,3,2
13,8,7,7,33,5,7,26,9
4,5,34,30,9,16,21,12,20
19,11,33,6,29,20,3,17,7
31,31,19,16,31,3,21,34,3
33,17,10,3,25,21,18,17,15
36,35,22,17,9,22,18,3,2
27,17,17,31,33,30,24,26,12
5,7,31,29,26,25,3,12,11
36,37,5,9,9,23,32,8,12
20,27,5,13,26,2,34,22,3
25,34,22,27,31,14,26,22,15
3,19,28,9,33,21,28,2,23
16,8,15,6,14,23,24,6,11
23,5,33,18,16,24,6,8,16
17,17,27,7,25,5,31,26,24
6,21,20,5,11,4,27,22,15
32,16,33,33,25,11,30,27,4
17,6,6,15,20,13,12,30,11
27,11,9,15,11,6,23,24,25
36,26,21,18,17,29,16,24,10
8,24,30,22,3,12,26,21,23
3,25,12,13,17,16,25,20,14
8,1,4,27,17,7,33,32,10
18,28,9,34,23,19,6,29,24
36,27,25,16,32,29,5,12,8
29,6,30,7,12,8,5,31,9
31,14,2,16,26,16,27,5,11
26,23,19,20,14,19,29,15,25
32,35,26,21,20,26,10,1,19
33,21,27,16,14,9,28,33,10
17,15,5,34,23,4,9,4,19
20,9,32,28,16,7,34,25,2
23,24,24,28,1,7,7,12,13
7,34,9,4,29,18,8,4,20
19,21,27,3,21,2,25,12,10
39,12,33,3,12,13,21,14,17
11,33,31,12,5,5,13,4,8
21,29,32,26,18,24,8,21,20
8,14,31,13,26,9,25,6,25
17,39,12,33,31,16,29,17,4
30,10,2,10,4,2,1,6,13
38,30,28,7,14,23,25,27,20
28,31,23,18,14,3,11,20,7
6,32,2,8,22,31,18,9,12
1,12,33,33,15,30,25,32,2
31,18,18,32,30,7,32,1,9
38,3,1,7,20,3,2,28,20
28,19,24,15,18,31,8,6,25
13,10,33,23,15,11,24,16,17
16,29,16,9,8,12,2,22,7
22,7,20,12,28,20,19,16,21
12,38,2,33,22,28,23,14,18
34,34,23,2,3,31,4,28,16
32,24,33,12,34,34,32,9,14
29,25,19,2,21,10,27,8,1
33,12,28,17,23,22,33,20,4
13,23,26,16,20,6,4,25,4
3,15,10,16,33,31,25,22,1
9,29,24,34,10,19,11,9,3
21,11,4,6,8,15,15,24,8
2,34,8,22,12,8,5,2,11
2,37,30,20,27,32,3,24,14
37,23,23,20,33,23,1,29,20
34,17,3,29,30,2,12,3,3
3,25,15,33,19,9,34,14,13
1,22,16,5,21,11,8,17,24
22,6,25,3,13,2,21,30,5
39,8,13,14,25,24,23,6,22
34,8,34,22,28,28,1,2,17
8,29,25,29,24,6,6,28,22
14,30,19,16,4,15,30,26,7
9,31,10,17,31,8,20,16,14
8,22,12,34,25,24,32,6,20
34,29,30,4,31,34,20,14,15
28,28,25,32,20,2,12,29,22
9,19,27,24,8,11,20,3,24
34,9,15,12,1,15,12,17,15
2,39,2,17,32,16,13,18,18
14,34,7,1,13,29,29,4,1
20,26,7,7,31,19,7,11,7
35,10,8,19,8,6,32,31,6
14,32,32,20,4,11,20,11,14
19,25,13,24,34,30,5,7,5
14,16,27,28,19,6,3,31,23
36,38,17,3,27,2,10,23,26
22,32,31,3,17,16,10,17,1
24,38,30,1,14,20,24,8,12
19,13,20,20,5,31,25,28,21
24,25,30,29,26,28,29,26,11
35,17,26,30,14,20,31,1,3
28,4,27,23,32,3,33,11,16
4,23,3,33,19,11,30,1,22
9,1,17,28,17,28,1,31,11
9,32,13,33,8,7,15,1,25
9,31,15,20,21,8,16,19,24
2,34,3,20,12,14,31,31,10
2,31,14,22,5,15,9,21,13
4,29,20,12,2,28,4,12,13
18,15,24,31,7,18,16,18,16
9,35,3,13,10,31,29,29,2
9,11,30,1,30,29,32,28,6
24,14,1,1,17,21,8,23,10
1,6,31,30,7,2,20,10,19
26,37,29,34,27,4,4,1,7
16,36,9,10,18,8,9,9,15
8,31,8,21,5,30,32,17,14
2,17,9,3,18,4,22,19,15
20,35,16,2,8,12,9,23,11
16,5,26,5,4,14,1,34,12
34,22,10,13,11,3,16,24,8
39,5,26,29,23,32,33,29,4
5,19,21,26,24,16,26,7,24
34,2,17,28,27,23,18,10,4
36,29,24,10,16,22,5,4,2
13,22,11,32,21,9,30,24,5
23,31,6,18,32,29,25,10,19
5,22,31,33,5,19,30,17,25
31,6,2,18,27,2,3,23,20
28,33,26,5,24,34,28,32,9
3,14,11,7,5,15,4,17,19
16,37,30,20,4,3,16,14,21
10,30,10,18,33,22,4,14,20
8,10,14,33,30,29,11,14,13
21,4,16,1,26,16,9,27,19
24,8,33,13,17,27,22,30,14
36,24,4,5,11,8,22,4,9
3,36,18,33,19,17,26,20,22
7,9,33,16,32,34,10,5,5
